"i","Date","Not Solved","Solved"
"2862",2010-11-01,311,140
"2863",2010-11-02,250,106
"2864",2010-11-03,245,153
"2865",2010-11-04,241,190
"2866",2010-11-05,196,167
"2867",2010-11-06,239,144
"2868",2010-11-07,211,155
"2869",2010-11-08,176,176
"2870",2010-11-09,163,168
"2871",2010-11-10,221,177
"2872",2010-11-11,203,185
"2873",2010-11-12,195,149
"2874",2010-11-13,214,155
"2875",2010-11-14,213,163
"2876",2010-11-15,209,146
"2877",2010-11-16,201,159
"2878",2010-11-17,213,152
"2879",2010-11-18,196,145
"2880",2010-11-19,215,143
"2881",2010-11-20,237,135
"2882",2010-11-21,169,165
"2883",2010-11-22,197,144
"2884",2010-11-23,182,126
"2885",2010-11-24,200,152
"2886",2010-11-25,227,177
"2887",2010-11-26,160,115
"2888",2010-11-27,188,135
"2889",2010-11-28,211,132
"2890",2010-11-29,199,136
"2891",2010-11-30,195,154
"2892",2010-12-01,242,153
"2893",2010-12-02,192,169
"2894",2010-12-03,187,172
"2895",2010-12-04,198,136
"2896",2010-12-05,174,156
"2897",2010-12-06,163,136
"2898",2010-12-07,171,150
"2899",2010-12-08,195,125
"2900",2010-12-09,209,88
"2901",2010-12-10,210,123
"2902",2010-12-11,232,149
"2903",2010-12-12,256,126
"2904",2010-12-13,195,135
"2905",2010-12-14,208,164
"2906",2010-12-15,181,152
"2907",2010-12-16,236,194
"2908",2010-12-17,221,185
"2909",2010-12-18,229,117
"2910",2010-12-19,248,169
"2911",2010-12-20,191,145
"2912",2010-12-21,222,130
"2913",2010-12-22,231,136
"2914",2010-12-23,202,199
"2915",2010-12-24,214,157
"2916",2010-12-25,162,106
"2917",2010-12-26,114,66
"2918",2010-12-27,167,170
"2919",2010-12-28,172,148
"2920",2010-12-29,170,159
"2921",2010-12-30,205,178
"2922",2010-12-31,175,154
"2923",2011-01-01,441,253
"2924",2011-01-02,186,143
"2925",2011-01-03,178,158
"2926",2011-01-04,170,192
"2927",2011-01-05,191,192
"2928",2011-01-06,209,200
"2929",2011-01-07,193,153
"2930",2011-01-08,229,170
"2931",2011-01-09,202,169
"2932",2011-01-10,175,118
"2933",2011-01-11,222,190
"2934",2011-01-12,178,161
"2935",2011-01-13,216,186
"2936",2011-01-14,195,142
"2937",2011-01-15,244,214
"2938",2011-01-16,219,183
"2939",2011-01-17,179,137
"2940",2011-01-18,190,144
"2941",2011-01-19,229,153
"2942",2011-01-20,173,215
"2943",2011-01-21,185,178
"2944",2011-01-22,220,207
"2945",2011-01-23,214,160
"2946",2011-01-24,185,112
"2947",2011-01-25,207,121
"2948",2011-01-26,201,172
"2949",2011-01-27,227,193
"2950",2011-01-28,191,193
"2951",2011-01-29,213,155
"2952",2011-01-30,205,143
"2953",2011-01-31,183,160
"2954",2011-02-01,210,146
"2955",2011-02-02,229,181
"2956",2011-02-03,160,184
"2957",2011-02-04,191,165
"2958",2011-02-05,220,195
"2959",2011-02-06,229,161
"2960",2011-02-07,172,132
"2961",2011-02-08,180,184
"2962",2011-02-09,179,163
"2963",2011-02-10,175,187
"2964",2011-02-11,194,188
"2965",2011-02-12,228,177
"2966",2011-02-13,223,152
"2967",2011-02-14,176,149
"2968",2011-02-15,181,123
"2969",2011-02-16,155,149
"2970",2011-02-17,201,178
"2971",2011-02-18,201,106
"2972",2011-02-19,172,146
"2973",2011-02-20,202,152
"2974",2011-02-21,193,156
"2975",2011-02-22,215,178
"2976",2011-02-23,199,132
"2977",2011-02-24,196,165
"2978",2011-02-25,203,126
"2979",2011-02-26,197,145
"2980",2011-02-27,235,182
"2981",2011-02-28,170,153
"2982",2011-03-01,253,187
"2983",2011-03-02,224,164
"2984",2011-03-03,223,154
"2985",2011-03-04,210,180
"2986",2011-03-05,213,169
"2987",2011-03-06,190,172
"2988",2011-03-07,170,156
"2989",2011-03-08,196,137
"2990",2011-03-09,195,178
"2991",2011-03-10,171,204
"2992",2011-03-11,210,134
"2993",2011-03-12,229,202
"2994",2011-03-13,217,177
"2995",2011-03-14,174,130
"2996",2011-03-15,198,176
"2997",2011-03-16,211,129
"2998",2011-03-17,217,193
"2999",2011-03-18,221,157
"3000",2011-03-19,230,151
"3001",2011-03-20,225,149
"3002",2011-03-21,189,151
"3003",2011-03-22,196,130
"3004",2011-03-23,206,133
"3005",2011-03-24,196,147
"3006",2011-03-25,212,143
"3007",2011-03-26,262,168
"3008",2011-03-27,211,188
"3009",2011-03-28,170,112
"3010",2011-03-29,206,147
"3011",2011-03-30,191,160
"3012",2011-03-31,222,175
"3013",2011-04-01,259,199
"3014",2011-04-02,250,178
"3015",2011-04-03,201,195
"3016",2011-04-04,196,162
"3017",2011-04-05,192,121
"3018",2011-04-06,213,154
"3019",2011-04-07,205,169
"3020",2011-04-08,226,150
"3021",2011-04-09,235,209
"3022",2011-04-10,240,156
"3023",2011-04-11,196,124
"3024",2011-04-12,224,150
"3025",2011-04-13,196,134
"3026",2011-04-14,217,195
"3027",2011-04-15,213,191
"3028",2011-04-16,236,174
"3029",2011-04-17,242,162
"3030",2011-04-18,171,116
"3031",2011-04-19,178,160
"3032",2011-04-20,252,187
"3033",2011-04-21,198,157
"3034",2011-04-22,183,183
"3035",2011-04-23,222,180
"3036",2011-04-24,184,171
"3037",2011-04-25,180,101
"3038",2011-04-26,215,125
"3039",2011-04-27,189,195
"3040",2011-04-28,182,208
"3041",2011-04-29,197,164
"3042",2011-04-30,207,166
"3043",2011-05-01,257,178
"3044",2011-05-02,219,158
"3045",2011-05-03,197,120
"3046",2011-05-04,184,126
"3047",2011-05-05,202,193
"3048",2011-05-06,221,203
"3049",2011-05-07,222,141
"3050",2011-05-08,190,157
"3051",2011-05-09,174,134
"3052",2011-05-10,188,138
"3053",2011-05-11,193,141
"3054",2011-05-12,173,180
"3055",2011-05-13,220,134
"3056",2011-05-14,242,163
"3057",2011-05-15,207,158
"3058",2011-05-16,242,149
"3059",2011-05-17,205,140
"3060",2011-05-18,190,142
"3061",2011-05-19,227,201
"3062",2011-05-20,219,149
"3063",2011-05-21,231,189
"3064",2011-05-22,229,214
"3065",2011-05-23,201,115
"3066",2011-05-24,219,128
"3067",2011-05-25,203,189
"3068",2011-05-26,217,116
"3069",2011-05-27,237,160
"3070",2011-05-28,251,194
"3071",2011-05-29,229,209
"3072",2011-05-30,212,146
"3073",2011-05-31,172,142
"3074",2011-06-01,278,129
"3075",2011-06-02,209,192
"3076",2011-06-03,195,170
"3077",2011-06-04,211,174
"3078",2011-06-05,212,208
"3079",2011-06-06,172,143
"3080",2011-06-07,200,145
"3081",2011-06-08,180,147
"3082",2011-06-09,167,168
"3083",2011-06-10,179,131
"3084",2011-06-11,219,169
"3085",2011-06-12,190,147
"3086",2011-06-13,154,127
"3087",2011-06-14,182,131
"3088",2011-06-15,194,188
"3089",2011-06-16,218,174
"3090",2011-06-17,204,132
"3091",2011-06-18,209,163
"3092",2011-06-19,231,154
"3093",2011-06-20,186,144
"3094",2011-06-21,212,170
"3095",2011-06-22,214,169
"3096",2011-06-23,228,192
"3097",2011-06-24,200,194
"3098",2011-06-25,242,163
"3099",2011-06-26,245,165
"3100",2011-06-27,225,127
"3101",2011-06-28,226,152
"3102",2011-06-29,162,147
"3103",2011-06-30,214,176
"3104",2011-07-01,252,173
"3105",2011-07-02,227,179
"3106",2011-07-03,198,179
"3107",2011-07-04,167,144
"3108",2011-07-05,207,105
"3109",2011-07-06,159,173
"3110",2011-07-07,179,179
"3111",2011-07-08,200,174
"3112",2011-07-09,210,163
"3113",2011-07-10,182,129
"3114",2011-07-11,178,128
"3115",2011-07-12,165,118
"3116",2011-07-13,145,152
"3117",2011-07-14,208,195
"3118",2011-07-15,195,129
"3119",2011-07-16,208,172
"3120",2011-07-17,208,125
"3121",2011-07-18,166,124
"3122",2011-07-19,162,122
"3123",2011-07-20,200,142
"3124",2011-07-21,187,168
"3125",2011-07-22,230,114
"3126",2011-07-23,260,152
"3127",2011-07-24,220,170
"3128",2011-07-25,191,134
"3129",2011-07-26,206,129
"3130",2011-07-27,225,135
"3131",2011-07-28,212,195
"3132",2011-07-29,224,121
"3133",2011-07-30,215,147
"3134",2011-07-31,201,148
"3135",2011-08-01,214,106
"3136",2011-08-02,215,123
"3137",2011-08-03,161,140
"3138",2011-08-04,242,150
"3139",2011-08-05,233,137
"3140",2011-08-06,249,177
"3141",2011-08-07,207,144
"3142",2011-08-08,183,125
"3143",2011-08-09,211,118
"3144",2011-08-10,215,139
"3145",2011-08-11,227,133
"3146",2011-08-12,222,141
"3147",2011-08-13,243,187
"3148",2011-08-14,192,147
"3149",2011-08-15,227,128
"3150",2011-08-16,199,129
"3151",2011-08-17,190,127
"3152",2011-08-18,175,152
"3153",2011-08-19,231,161
"3154",2011-08-20,256,142
"3155",2011-08-21,235,152
"3156",2011-08-22,155,146
"3157",2011-08-23,181,133
"3158",2011-08-24,211,116
"3159",2011-08-25,181,186
"3160",2011-08-26,203,165
"3161",2011-08-27,241,168
"3162",2011-08-28,241,175
"3163",2011-08-29,180,151
"3164",2011-08-30,195,108
"3165",2011-08-31,210,202
"3166",2011-09-01,263,147
"3167",2011-09-02,222,136
"3168",2011-09-03,220,165
"3169",2011-09-04,204,144
"3170",2011-09-05,196,171
"3171",2011-09-06,196,128
"3172",2011-09-07,196,146
"3173",2011-09-08,189,145
"3174",2011-09-09,194,150
"3175",2011-09-10,267,157
"3176",2011-09-11,217,174
"3177",2011-09-12,258,156
"3178",2011-09-13,224,131
"3179",2011-09-14,196,124
"3180",2011-09-15,190,176
"3181",2011-09-16,219,155
"3182",2011-09-17,228,145
"3183",2011-09-18,234,123
"3184",2011-09-19,165,160
"3185",2011-09-20,198,146
"3186",2011-09-21,234,183
"3187",2011-09-22,228,178
"3188",2011-09-23,240,146
"3189",2011-09-24,240,196
"3190",2011-09-25,236,168
"3191",2011-09-26,219,135
"3192",2011-09-27,205,178
"3193",2011-09-28,222,160
"3194",2011-09-29,203,145
"3195",2011-09-30,239,168
"3196",2011-10-01,302,200
"3197",2011-10-02,272,145
"3198",2011-10-03,186,146
"3199",2011-10-04,179,133
"3200",2011-10-05,193,148
"3201",2011-10-06,178,154
"3202",2011-10-07,203,138
"3203",2011-10-08,208,134
"3204",2011-10-09,213,151
"3205",2011-10-10,198,133
"3206",2011-10-11,189,146
"3207",2011-10-12,194,166
"3208",2011-10-13,215,176
"3209",2011-10-14,224,166
"3210",2011-10-15,231,158
"3211",2011-10-16,258,134
"3212",2011-10-17,220,144
"3213",2011-10-18,192,125
"3214",2011-10-19,208,146
"3215",2011-10-20,220,224
"3216",2011-10-21,260,135
"3217",2011-10-22,186,185
"3218",2011-10-23,224,177
"3219",2011-10-24,210,140
"3220",2011-10-25,222,123
"3221",2011-10-26,217,107
"3222",2011-10-27,210,121
"3223",2011-10-28,255,159
"3224",2011-10-29,282,131
"3225",2011-10-30,282,120
"3226",2011-10-31,260,132
"3227",2011-11-01,308,148
"3228",2011-11-02,209,195
"3229",2011-11-03,203,168
"3230",2011-11-04,227,150
"3231",2011-11-05,238,158
"3232",2011-11-06,245,100
"3233",2011-11-07,183,128
"3234",2011-11-08,205,134
"3235",2011-11-09,213,140
"3236",2011-11-10,206,166
"3237",2011-11-11,220,138
"3238",2011-11-12,224,130
"3239",2011-11-13,252,92
"3240",2011-11-14,197,105
"3241",2011-11-15,223,166
"3242",2011-11-16,197,159
"3243",2011-11-17,190,132
"3244",2011-11-18,250,123
"3245",2011-11-19,260,136
"3246",2011-11-20,239,91
"3247",2011-11-21,213,122
"3248",2011-11-22,210,103
"3249",2011-11-23,229,130
"3250",2011-11-24,221,145
"3251",2011-11-25,154,87
"3252",2011-11-26,229,129
"3253",2011-11-27,283,107
"3254",2011-11-28,174,121
"3255",2011-11-29,217,115
"3256",2011-11-30,232,115
"3257",2011-12-01,256,127
"3258",2011-12-02,263,127
"3259",2011-12-03,265,137
"3260",2011-12-04,250,105
"3261",2011-12-05,206,140
"3262",2011-12-06,197,174
"3263",2011-12-07,202,129
"3264",2011-12-08,210,103
"3265",2011-12-09,211,79
"3266",2011-12-10,232,121
"3267",2011-12-11,236,104
"3268",2011-12-12,191,94
"3269",2011-12-13,211,145
"3270",2011-12-14,227,93
"3271",2011-12-15,260,154
"3272",2011-12-16,243,132
"3273",2011-12-17,286,175
"3274",2011-12-18,197,124
"3275",2011-12-19,219,143
"3276",2011-12-20,256,141
"3277",2011-12-21,261,140
"3278",2011-12-22,215,132
"3279",2011-12-23,260,145
"3280",2011-12-24,226,145
"3281",2011-12-25,186,72
"3282",2011-12-26,127,67
"3283",2011-12-27,183,109
"3284",2011-12-28,229,135
"3285",2011-12-29,197,162
"3286",2011-12-30,192,158
"3287",2011-12-31,227,170
"3288",2012-01-01,412,176
"3289",2012-01-02,182,138
"3290",2012-01-03,199,119
"3291",2012-01-04,199,184
"3292",2012-01-05,231,154
"3293",2012-01-06,216,190
"3294",2012-01-07,238,164
"3295",2012-01-08,229,145
"3296",2012-01-09,174,134
"3297",2012-01-10,198,163
"3298",2012-01-11,262,136
"3299",2012-01-12,231,176
"3300",2012-01-13,245,182
"3301",2012-01-14,237,171
"3302",2012-01-15,256,158
"3303",2012-01-16,154,114
"3304",2012-01-17,195,121
"3305",2012-01-18,194,154
"3306",2012-01-19,196,143
"3307",2012-01-20,181,116
"3308",2012-01-21,276,109
"3309",2012-01-22,260,98
"3310",2012-01-23,219,130
"3311",2012-01-24,207,140
"3312",2012-01-25,204,169
"3313",2012-01-26,251,196
"3314",2012-01-27,230,166
"3315",2012-01-28,237,196
"3316",2012-01-29,253,165
"3317",2012-01-30,174,174
"3318",2012-01-31,189,144
"3319",2012-02-01,234,205
"3320",2012-02-02,198,165
"3321",2012-02-03,221,157
"3322",2012-02-04,253,190
"3323",2012-02-05,246,155
"3324",2012-02-06,168,170
"3325",2012-02-07,213,144
"3326",2012-02-08,245,140
"3327",2012-02-09,202,170
"3328",2012-02-10,237,170
"3329",2012-02-11,283,114
"3330",2012-02-12,278,148
"3331",2012-02-13,207,134
"3332",2012-02-14,199,127
"3333",2012-02-15,231,166
"3334",2012-02-16,193,171
"3335",2012-02-17,213,115
"3336",2012-02-18,250,117
"3337",2012-02-19,208,131
"3338",2012-02-20,219,117
"3339",2012-02-21,193,132
"3340",2012-02-22,217,162
"3341",2012-02-23,247,190
"3342",2012-02-24,249,133
"3343",2012-02-25,270,180
"3344",2012-02-26,225,172
"3345",2012-02-27,187,124
"3346",2012-02-28,208,152
"3347",2012-02-29,250,154
"3348",2012-03-01,257,125
"3349",2012-03-02,252,154
"3350",2012-03-03,248,176
"3351",2012-03-04,255,150
"3352",2012-03-05,184,167
"3353",2012-03-06,209,151
"3354",2012-03-07,210,109
"3355",2012-03-08,235,139
"3356",2012-03-09,232,153
"3357",2012-03-10,234,173
"3358",2012-03-11,242,191
"3359",2012-03-12,205,159
"3360",2012-03-13,191,143
"3361",2012-03-14,212,122
"3362",2012-03-15,189,142
"3363",2012-03-16,219,125
"3364",2012-03-17,265,114
"3365",2012-03-18,263,169
"3366",2012-03-19,203,138
"3367",2012-03-20,198,152
"3368",2012-03-21,220,179
"3369",2012-03-22,213,187
"3370",2012-03-23,226,166
"3371",2012-03-24,284,169
"3372",2012-03-25,227,125
"3373",2012-03-26,193,150
"3374",2012-03-27,202,124
"3375",2012-03-28,184,127
"3376",2012-03-29,192,117
"3377",2012-03-30,238,138
"3378",2012-03-31,225,119
"3379",2012-04-01,275,116
"3380",2012-04-02,235,113
"3381",2012-04-03,236,126
"3382",2012-04-04,212,128
"3383",2012-04-05,209,213
"3384",2012-04-06,205,145
"3385",2012-04-07,236,151
"3386",2012-04-08,240,114
"3387",2012-04-09,193,112
"3388",2012-04-10,239,127
"3389",2012-04-11,207,129
"3390",2012-04-12,218,138
"3391",2012-04-13,243,122
"3392",2012-04-14,274,159
"3393",2012-04-15,228,147
"3394",2012-04-16,231,130
"3395",2012-04-17,230,147
"3396",2012-04-18,234,136
"3397",2012-04-19,250,138
"3398",2012-04-20,246,131
"3399",2012-04-21,266,172
"3400",2012-04-22,249,139
"3401",2012-04-23,235,138
"3402",2012-04-24,215,139
"3403",2012-04-25,223,154
"3404",2012-04-26,206,142
"3405",2012-04-27,235,169
"3406",2012-04-28,283,148
"3407",2012-04-29,291,129
"3408",2012-04-30,219,119
"3409",2012-05-01,265,147
"3410",2012-05-02,242,125
"3411",2012-05-03,215,175
"3412",2012-05-04,226,166
"3413",2012-05-05,260,173
"3414",2012-05-06,256,162
"3415",2012-05-07,205,148
"3416",2012-05-08,196,160
"3417",2012-05-09,248,143
"3418",2012-05-10,234,172
"3419",2012-05-11,210,172
"3420",2012-05-12,288,168
"3421",2012-05-13,233,110
"3422",2012-05-14,201,118
"3423",2012-05-15,251,128
"3424",2012-05-16,225,127
"3425",2012-05-17,227,150
"3426",2012-05-18,233,150
"3427",2012-05-19,258,156
"3428",2012-05-20,257,139
"3429",2012-05-21,270,115
"3430",2012-05-22,250,138
"3431",2012-05-23,214,118
"3432",2012-05-24,258,144
"3433",2012-05-25,249,104
"3434",2012-05-26,268,143
"3435",2012-05-27,217,155
"3436",2012-05-28,242,97
"3437",2012-05-29,223,135
"3438",2012-05-30,232,140
"3439",2012-05-31,246,139
"3440",2012-06-01,266,176
"3441",2012-06-02,307,86
"3442",2012-06-03,247,126
"3443",2012-06-04,223,149
"3444",2012-06-05,244,107
"3445",2012-06-06,187,98
"3446",2012-06-07,191,123
"3447",2012-06-08,198,124
"3448",2012-06-09,235,79
"3449",2012-06-10,228,110
"3450",2012-06-11,220,112
"3451",2012-06-12,197,108
"3452",2012-06-13,236,92
"3453",2012-06-14,240,110
"3454",2012-06-15,230,107
"3455",2012-06-16,252,109
"3456",2012-06-17,241,130
"3457",2012-06-18,208,95
"3458",2012-06-19,205,145
"3459",2012-06-20,213,138
"3460",2012-06-21,254,142
"3461",2012-06-22,228,123
"3462",2012-06-23,287,129
"3463",2012-06-24,323,132
"3464",2012-06-25,336,156
"3465",2012-06-26,248,124
"3466",2012-06-27,280,136
"3467",2012-06-28,250,194
"3468",2012-06-29,259,158
"3469",2012-06-30,267,159
"3470",2012-07-01,242,143
"3471",2012-07-02,235,129
"3472",2012-07-03,235,144
"3473",2012-07-04,257,175
"3474",2012-07-05,267,151
"3475",2012-07-06,231,109
"3476",2012-07-07,245,120
"3477",2012-07-08,235,88
"3478",2012-07-09,197,142
"3479",2012-07-10,197,147
"3480",2012-07-11,214,124
"3481",2012-07-12,202,128
"3482",2012-07-13,251,127
"3483",2012-07-14,292,132
"3484",2012-07-15,276,136
"3485",2012-07-16,225,143
"3486",2012-07-17,223,124
"3487",2012-07-18,235,125
"3488",2012-07-19,216,121
"3489",2012-07-20,235,142
"3490",2012-07-21,297,149
"3491",2012-07-22,262,130
"3492",2012-07-23,200,98
"3493",2012-07-24,254,109
"3494",2012-07-25,249,118
"3495",2012-07-26,254,133
"3496",2012-07-27,256,137
"3497",2012-07-28,297,135
"3498",2012-07-29,306,107
"3499",2012-07-30,266,94
"3500",2012-07-31,236,92
"3501",2012-08-01,279,111
"3502",2012-08-02,270,128
"3503",2012-08-03,272,148
"3504",2012-08-04,287,122
"3505",2012-08-05,281,160
"3506",2012-08-06,225,123
"3507",2012-08-07,263,129
"3508",2012-08-08,220,96
"3509",2012-08-09,263,111
"3510",2012-08-10,248,126
"3511",2012-08-11,281,113
"3512",2012-08-12,284,106
"3513",2012-08-13,247,118
"3514",2012-08-14,228,130
"3515",2012-08-15,271,132
"3516",2012-08-16,249,168
"3517",2012-08-17,258,99
"3518",2012-08-18,289,119
"3519",2012-08-19,260,109
"3520",2012-08-20,232,146
"3521",2012-08-21,258,135
"3522",2012-08-22,247,178
"3523",2012-08-23,225,174
"3524",2012-08-24,292,138
"3525",2012-08-25,274,152
"3526",2012-08-26,282,177
"3527",2012-08-27,240,132
"3528",2012-08-28,224,132
"3529",2012-08-29,289,143
"3530",2012-08-30,275,154
"3531",2012-08-31,259,153
"3532",2012-09-01,342,139
"3533",2012-09-02,261,152
"3534",2012-09-03,237,128
"3535",2012-09-04,237,164
"3536",2012-09-05,306,107
"3537",2012-09-06,246,124
"3538",2012-09-07,249,157
"3539",2012-09-08,287,106
"3540",2012-09-09,263,148
"3541",2012-09-10,273,145
"3542",2012-09-11,239,125
"3543",2012-09-12,249,126
"3544",2012-09-13,237,169
"3545",2012-09-14,297,151
"3546",2012-09-15,281,191
"3547",2012-09-16,306,111
"3548",2012-09-17,251,115
"3549",2012-09-18,231,110
"3550",2012-09-19,265,132
"3551",2012-09-20,252,120
"3552",2012-09-21,268,154
"3553",2012-09-22,319,141
"3554",2012-09-23,245,142
"3555",2012-09-24,304,116
"3556",2012-09-25,221,110
"3557",2012-09-26,249,87
"3558",2012-09-27,242,135
"3559",2012-09-28,236,125
"3560",2012-09-29,287,164
"3561",2012-09-30,266,124
"3562",2012-10-01,299,177
"3563",2012-10-02,272,186
"3564",2012-10-03,246,169
"3565",2012-10-04,235,135
"3566",2012-10-05,249,134
"3567",2012-10-06,299,150
"3568",2012-10-07,361,183
"3569",2012-10-08,263,147
"3570",2012-10-09,245,109
"3571",2012-10-10,261,139
"3572",2012-10-11,245,123
"3573",2012-10-12,221,117
"3574",2012-10-13,288,151
"3575",2012-10-14,278,167
"3576",2012-10-15,254,148
"3577",2012-10-16,310,133
"3578",2012-10-17,284,178
"3579",2012-10-18,286,207
"3580",2012-10-19,292,153
"3581",2012-10-20,333,143
"3582",2012-10-21,272,128
"3583",2012-10-22,255,122
"3584",2012-10-23,279,119
"3585",2012-10-24,249,117
"3586",2012-10-25,288,128
"3587",2012-10-26,303,121
"3588",2012-10-27,313,136
"3589",2012-10-28,283,137
"3590",2012-10-29,383,151
"3591",2012-10-30,235,121
"3592",2012-10-31,285,132
"3593",2012-11-01,328,164
"3594",2012-11-02,256,151
"3595",2012-11-03,319,201
"3596",2012-11-04,327,130
"3597",2012-11-05,240,113
"3598",2012-11-06,264,147
"3599",2012-11-07,252,139
"3600",2012-11-08,217,118
"3601",2012-11-09,239,139
"3602",2012-11-10,263,174
"3603",2012-11-11,272,164
"3604",2012-11-12,235,132
"3605",2012-11-13,221,167
"3606",2012-11-14,269,136
"3607",2012-11-15,269,150
"3608",2012-11-16,293,132
"3609",2012-11-17,278,156
"3610",2012-11-18,276,143
"3611",2012-11-19,245,157
"3612",2012-11-20,298,133
"3613",2012-11-21,279,148
"3614",2012-11-22,257,121
"3615",2012-11-23,180,110
"3616",2012-11-24,261,130
"3617",2012-11-25,251,163
"3618",2012-11-26,212,135
"3619",2012-11-27,267,86
"3620",2012-11-28,234,140
"3621",2012-11-29,224,137
"3622",2012-11-30,290,113
"3623",2012-12-01,294,153
"3624",2012-12-02,286,136
"3625",2012-12-03,232,105
"3626",2012-12-04,234,131
"3627",2012-12-05,249,106
"3628",2012-12-06,221,147
"3629",2012-12-07,288,122
"3630",2012-12-08,280,125
"3631",2012-12-09,233,134
"3632",2012-12-10,206,135
"3633",2012-12-11,231,124
"3634",2012-12-12,221,113
"3635",2012-12-13,229,155
"3636",2012-12-14,282,156
"3637",2012-12-15,279,102
"3638",2012-12-16,300,119
"3639",2012-12-17,240,116
"3640",2012-12-18,232,153
"3641",2012-12-19,247,152
"3642",2012-12-20,282,166
"3643",2012-12-21,282,129
"3644",2012-12-22,339,106
"3645",2012-12-23,256,114
"3646",2012-12-24,183,105
"3647",2012-12-25,175,131
"3648",2012-12-26,157,65
"3649",2012-12-27,215,137
"3650",2012-12-28,245,148
"3651",2012-12-29,327,123
"3652",2012-12-30,294,169
"3653",2012-12-31,211,139
"3654",2013-01-01,396,231
"3655",2013-01-02,208,172
"3656",2013-01-03,229,174
"3657",2013-01-04,200,152
"3658",2013-01-05,234,189
"3659",2013-01-06,231,134
"3660",2013-01-07,203,153
"3661",2013-01-08,243,158
"3662",2013-01-09,214,146
"3663",2013-01-10,253,156
"3664",2013-01-11,257,184
"3665",2013-01-12,226,168
"3666",2013-01-13,230,160
"3667",2013-01-14,217,142
"3668",2013-01-15,237,137
"3669",2013-01-16,211,146
"3670",2013-01-17,239,154
"3671",2013-01-18,262,174
"3672",2013-01-19,272,177
"3673",2013-01-20,259,183
"3674",2013-01-21,217,149
"3675",2013-01-22,236,141
"3676",2013-01-23,209,193
"3677",2013-01-24,252,195
"3678",2013-01-25,248,195
"3679",2013-01-26,344,167
"3680",2013-01-27,273,166
"3681",2013-01-28,221,145
"3682",2013-01-29,241,190
"3683",2013-01-30,232,149
"3684",2013-01-31,251,167
"3685",2013-02-01,288,236
"3686",2013-02-02,243,194
"3687",2013-02-03,254,158
"3688",2013-02-04,246,172
"3689",2013-02-05,217,174
"3690",2013-02-06,248,163
"3691",2013-02-07,207,166
"3692",2013-02-08,239,143
"3693",2013-02-09,279,169
"3694",2013-02-10,213,185
"3695",2013-02-11,230,138
"3696",2013-02-12,223,201
"3697",2013-02-13,242,166
"3698",2013-02-14,290,192
"3699",2013-02-15,259,166
"3700",2013-02-16,287,199
"3701",2013-02-17,285,187
"3702",2013-02-18,266,202
"3703",2013-02-19,240,169
"3704",2013-02-20,232,158
"3705",2013-02-21,217,178
"3706",2013-02-22,240,172
"3707",2013-02-23,277,186
"3708",2013-02-24,257,162
"3709",2013-02-25,213,163
"3710",2013-02-26,251,165
"3711",2013-02-27,212,168
"3712",2013-02-28,225,188
"3713",2013-03-01,240,213
"3714",2013-03-02,287,221
"3715",2013-03-03,249,156
"3716",2013-03-04,203,179
"3717",2013-03-05,251,185
"3718",2013-03-06,212,167
"3719",2013-03-07,226,186
"3720",2013-03-08,224,170
"3721",2013-03-09,250,204
"3722",2013-03-10,231,156
"3723",2013-03-11,199,144
"3724",2013-03-12,216,176
"3725",2013-03-13,211,194
"3726",2013-03-14,249,223
"3727",2013-03-15,225,161
"3728",2013-03-16,272,187
"3729",2013-03-17,277,168
"3730",2013-03-18,234,142
"3731",2013-03-19,238,173
"3732",2013-03-20,245,154
"3733",2013-03-21,262,166
"3734",2013-03-22,273,200
"3735",2013-03-23,266,187
"3736",2013-03-24,273,175
"3737",2013-03-25,219,176
"3738",2013-03-26,242,173
"3739",2013-03-27,252,151
"3740",2013-03-28,238,181
"3741",2013-03-29,226,184
"3742",2013-03-30,272,182
"3743",2013-03-31,243,137
"3744",2013-04-01,241,167
"3745",2013-04-02,225,184
"3746",2013-04-03,178,161
"3747",2013-04-04,209,100
"3748",2013-04-05,273,166
"3749",2013-04-06,291,186
"3750",2013-04-07,273,188
"3751",2013-04-08,191,169
"3752",2013-04-09,214,188
"3753",2013-04-10,206,165
"3754",2013-04-11,232,180
"3755",2013-04-12,262,199
"3756",2013-04-13,271,174
"3757",2013-04-14,252,150
"3758",2013-04-15,247,142
"3759",2013-04-16,234,189
"3760",2013-04-17,236,172
"3761",2013-04-18,258,153
"3762",2013-04-19,236,157
"3763",2013-04-20,304,187
"3764",2013-04-21,253,196
"3765",2013-04-22,238,168
"3766",2013-04-23,263,170
"3767",2013-04-24,270,170
"3768",2013-04-25,270,194
"3769",2013-04-26,243,148
"3770",2013-04-27,228,171
"3771",2013-04-28,259,164
"3772",2013-04-29,254,167
"3773",2013-04-30,216,159
"3774",2013-05-01,275,218
"3775",2013-05-02,234,172
"3776",2013-05-03,212,186
"3777",2013-05-04,218,172
"3778",2013-05-05,228,174
"3779",2013-05-06,232,218
"3780",2013-05-07,221,197
"3781",2013-05-08,240,239
"3782",2013-05-09,225,187
"3783",2013-05-10,259,219
"3784",2013-05-11,239,201
"3785",2013-05-12,224,175
"3786",2013-05-13,158,146
"3787",2013-05-14,188,137
"3788",2013-05-15,218,158
"3789",2013-05-16,243,179
"3790",2013-05-17,235,206
"3791",2013-05-18,282,178
"3792",2013-05-19,241,170
"3793",2013-05-20,248,213
